zone_id,zone_type,date,day_of_week,day_type,hour_of_day,is_holiday,temperature_c,ev_adoption_index,actual_demand_kw,baseline_demand_kw,lag_1h,lag_24h,rolling_mean_24h
Jayanagar,residential,2026-04-23,Thursday,weekday,18,0,29.1,0.22,53986.71,68082.42,38784.19,49122.18,43953.18
Jayanagar,residential,2026-04-23,Thursday,weekday,19,0,29.1,0.22,63168.29,81698.91,53986.71,65125.24,59555.97
Jayanagar,residential,2026-04-23,Thursday,weekday,20,0,29.1,0.22,58729.38,77160.08,63168.29,63573.56,63370.93
Jayanagar,residential,2026-04-23,Thursday,weekday,21,0,29.1,0.22,47998.55,63543.59,58729.38,49745.82,54237.6
Jayanagar,residential,2026-04-23,Thursday,weekday,22,0,29.1,0.22,36822.84,36659.77,47998.55,36119.85,42059.2
Jayanagar,residential,2026-04-23,Thursday,weekday,23,0,29.1,0.22,25343.25,27861.42,36822.84,27646.89,32234.86
Jayanagar,residential,2026-04-24,Friday,weekday,0,0,30.9,0.22,21811.45,21995.86,25343.25,19424.16,22383.71
Jayanagar,residential,2026-04-24,Friday,weekday,1,0,30.9,0.22,13785.08,14663.91,21811.45,12852.56,17332.01
Jayanagar,residential,2026-04-24,Friday,weekday,2,0,30.9,0.22,10134.52,10997.93,13785.08,10223.93,12004.51
Jayanagar,residential,2026-04-24,Friday,weekday,3,0,30.9,0.22,8339.88,8798.34,10134.52,8032.76,9083.64
Jayanagar,residential,2026-04-24,Friday,weekday,4,0,30.9,0.22,6528.33,7331.95,8339.88,6493.81,7416.84
Jayanagar,residential,2026-04-24,Friday,weekday,5,0,30.9,0.22,7770.6,8798.34,6528.33,7949.72,7239.02
Jayanagar,residential,2026-04-24,Friday,weekday,6,0,30.9,0.22,11787.98,13197.52,7770.6,11813.91,9792.26
Jayanagar,residential,2026-04-24,Friday,weekday,7,0,30.9,0.22,16583.19,18329.88,11787.98,18615.84,15201.91
Jayanagar,residential,2026-04-24,Friday,weekday,8,0,30.9,0.22,20962.44,21995.86,16583.19,19742.7,18162.94
Jayanagar,residential,2026-04-24,Friday,weekday,9,0,30.9,0.22,18432.21,18329.88,20962.44,17562.19,19262.31
Jayanagar,residential,2026-04-24,Friday,weekday,10,0,30.9,0.22,14712.41,16130.3,18432.21,15591.04,17011.62
Jayanagar,residential,2026-04-24,Friday,weekday,11,0,30.9,0.22,14937.99,14663.91,14712.41,14062.8,14387.6
Jayanagar,residential,2026-04-24,Friday,weekday,12,0,30.9,0.22,16480.33,16130.3,14937.99,14376.69,14657.34
Jayanagar,residential,2026-04-24,Friday,weekday,13,0,30.9,0.22,14991.05,14663.91,16480.33,13560.73,15020.53
Jayanagar,residential,2026-04-24,Friday,weekday,14,0,30.9,0.22,16191.9,16130.3,14991.05,14259.23,14625.14
Jayanagar,residential,2026-04-24,Friday,weekday,15,0,30.9,0.22,17076.68,18329.88,16191.9,17165.62,16678.76
Jayanagar,residential,2026-04-24,Friday,weekday,16,0,30.9,0.22,22768.88,25661.84,17076.68,23222.15,20149.42
Jayanagar,residential,2026-04-24,Friday,weekday,17,0,30.9,0.22,38828.35,40325.74,22768.88,38784.19,30776.54
Jayanagar,residential,2026-04-24,Friday,weekday,18,0,30.9,0.22,52862.81,68082.42,38828.35,53986.71,46407.53
Jayanagar,residential,2026-04-24,Friday,weekday,19,0,30.9,0.22,66364.41,81698.91,52862.81,63168.29,58015.55
Jayanagar,residential,2026-04-24,Friday,weekday,20,0,30.9,0.22,64064.15,77160.08,66364.41,58729.38,62546.9
Jayanagar,residential,2026-04-24,Friday,weekday,21,0,30.9,0.22,48943.48,63543.59,64064.15,47998.55,56031.35
Jayanagar,residential,2026-04-24,Friday,weekday,22,0,30.9,0.22,34049.33,36659.77,48943.48,36822.84,42883.16
Jayanagar,residential,2026-04-24,Friday,weekday,23,0,30.9,0.22,25201.17,27861.42,34049.33,25343.25,29696.29
Jayanagar,residential,2026-04-25,Saturday,weekend,0,0,28.0,0.22,25174.78,26395.03,25201.17,21811.45,23506.31
Jayanagar,residential,2026-04-25,Saturday,weekend,1,0,28.0,0.22,16907.62,17596.69,25174.78,13785.08,19479.93
Jayanagar,residential,2026-04-25,Saturday,weekend,2,0,28.0,0.22,13222.53,13197.52,16907.62,10134.52,13521.07
Jayanagar,residential,2026-04-25,Saturday,weekend,3,0,28.0,0.22,10062.61,10558.01,13222.53,8339.88,10781.2
Jayanagar,residential,2026-04-25,Saturday,weekend,4,0,28.0,0.22,8937.73,8798.34,10062.61,6528.33,8295.47
Jayanagar,residential,2026-04-25,Saturday,weekend,5,0,28.0,0.22,10261.32,10558.01,8937.73,7770.6,8354.17
Jayanagar,residential,2026-04-25,Saturday,weekend,6,0,28.0,0.22,15904.19,15837.02,10261.32,11787.98,11024.65
Jayanagar,residential,2026-04-25,Saturday,weekend,7,0,28.0,0.22,19769.63,21995.86,15904.19,16583.19,16243.69
Jayanagar,residential,2026-04-25,Saturday,weekend,8,0,28.0,0.22,26567.32,26395.03,19769.63,20962.44,20366.03
Jayanagar,residential,2026-04-25,Saturday,weekend,9,0,28.0,0.22,21535.48,21995.86,26567.32,18432.21,22499.76
Jayanagar,residential,2026-04-25,Saturday,weekend,10,0,28.0,0.22,17461.96,19356.36,21535.48,14712.41,18123.94
Jayanagar,residential,2026-04-25,Saturday,weekend,11,0,28.0,0.22,15926.88,17596.69,17461.96,14937.99,16199.97
Jayanagar,residential,2026-04-25,Saturday,weekend,12,0,28.0,0.22,19692.61,19356.36,15926.88,16480.33,16203.6
Jayanagar,residential,2026-04-25,Saturday,weekend,13,0,28.0,0.22,15504.43,17596.69,19692.61,14991.05,17341.83
Jayanagar,residential,2026-04-25,Saturday,weekend,14,0,28.0,0.22,18324.12,19356.36,15504.43,16191.9,15848.17
Jayanagar,residential,2026-04-25,Saturday,weekend,15,0,28.0,0.22,20323.25,21995.86,18324.12,17076.68,17700.4
Jayanagar,residential,2026-04-25,Saturday,weekend,16,0,28.0,0.22,30102.43,30794.2,20323.25,22768.88,21546.07
Jayanagar,residential,2026-04-25,Saturday,weekend,17,0,28.0,0.22,48590.94,48390.89,30102.43,38828.35,34465.39
Jayanagar,residential,2026-04-25,Saturday,weekend,18,0,28.0,0.22,61441.38,81698.91,48590.94,52862.81,50726.88
Jayanagar,residential,2026-04-25,Saturday,weekend,19,0,28.0,0.22,74532.35,98038.69,61441.38,66364.41,63902.9
Jayanagar,residential,2026-04-25,Saturday,weekend,20,0,28.0,0.22,76716.6,92592.09,74532.35,64064.15,69298.25
Jayanagar,residential,2026-04-25,Saturday,weekend,21,0,28.0,0.22,61320.15,76252.31,76716.6,48943.48,62830.04
Jayanagar,residential,2026-04-25,Saturday,weekend,22,0,28.0,0.22,44559.53,43991.72,61320.15,34049.33,47684.74
Jayanagar,residential,2026-04-25,Saturday,weekend,23,0,28.0,0.22,31529.64,33433.71,44559.53,25201.17,34880.35
Jayanagar,residential,2026-04-26,Sunday,weekend,0,0,28.9,0.22,24783.63,26395.03,31529.64,25174.78,28352.21
Jayanagar,residential,2026-04-26,Sunday,weekend,1,0,28.9,0.22,17338.18,17596.69,24783.63,16907.62,20845.62
Jayanagar,residential,2026-04-26,Sunday,weekend,2,0,28.9,0.22,11783.61,13197.52,17338.18,13222.53,15280.35
Jayanagar,residential,2026-04-26,Sunday,weekend,3,0,28.9,0.22,9685.97,10558.01,11783.61,10062.61,10923.11
Jayanagar,residential,2026-04-26,Sunday,weekend,4,0,28.9,0.22,7771.55,8798.34,9685.97,8937.73,9311.85
Jayanagar,residential,2026-04-26,Sunday,weekend,5,0,28.9,0.22,9946.41,10558.01,7771.55,10261.32,9016.43
Jayanagar,residential,2026-04-26,Sunday,weekend,6,0,28.9,0.22,15873.09,15837.02,9946.41,15904.19,12925.3
Jayanagar,residential,2026-04-26,Sunday,weekend,7,0,28.9,0.22,19355.23,21995.86,15873.09,19769.63,17821.36
Jayanagar,residential,2026-04-26,Sunday,weekend,8,0,28.9,0.22,25843.29,26395.03,19355.23,26567.32,22961.28
Jayanagar,residential,2026-04-26,Sunday,weekend,9,0,28.9,0.22,22398.06,21995.86,25843.29,21535.48,23689.39
Jayanagar,residential,2026-04-26,Sunday,weekend,10,0,28.9,0.22,17658.68,19356.36,22398.06,17461.96,19930.01
Jayanagar,residential,2026-04-26,Sunday,weekend,11,0,28.9,0.22,17277.96,17596.69,17658.68,15926.88,16792.78
Jayanagar,residential,2026-04-26,Sunday,weekend,12,0,28.9,0.22,19835.96,19356.36,17277.96,19692.61,18485.28
Jayanagar,residential,2026-04-26,Sunday,weekend,13,0,28.9,0.22,17998.3,17596.69,19835.96,15504.43,17670.19
Jayanagar,residential,2026-04-26,Sunday,weekend,14,0,28.9,0.22,17652.79,19356.36,17998.3,18324.12,18161.21
Jayanagar,residential,2026-04-26,Sunday,weekend,15,0,28.9,0.22,19608.85,21995.86,17652.79,20323.25,18988.02
Jayanagar,residential,2026-04-26,Sunday,weekend,16,0,28.9,0.22,27677.4,30794.2,19608.85,30102.43,24855.64
Jayanagar,residential,2026-04-26,Sunday,weekend,17,0,28.9,0.22,47576.34,48390.89,27677.4,48590.94,38134.17
Jayanagar,residential,2026-04-26,Sunday,weekend,18,0,28.9,0.22,65115.37,81698.91,47576.34,61441.38,54508.86
Jayanagar,residential,2026-04-26,Sunday,weekend,19,0,28.9,0.22,77516.76,98038.69,65115.37,74532.35,69823.86
Jayanagar,residential,2026-04-26,Sunday,weekend,20,0,28.9,0.22,69356.64,92592.09,77516.76,76716.6,77116.68
Jayanagar,residential,2026-04-26,Sunday,weekend,21,0,28.9,0.22,55556.51,76252.31,69356.64,61320.15,65338.4
Jayanagar,residential,2026-04-26,Sunday,weekend,22,0,28.9,0.22,42438.26,43991.72,55556.51,44559.53,50058.02
Jayanagar,residential,2026-04-26,Sunday,weekend,23,0,28.9,0.22,31758.48,33433.71,42438.26,31529.64,36983.95
Jayanagar,residential,2026-04-27,Monday,weekday,0,0,30.9,0.22,20751.89,21995.86,31758.48,24783.63,28271.06
Jayanagar,residential,2026-04-27,Monday,weekday,1,0,30.9,0.22,13605.07,14663.91,20751.89,17338.18,19045.03
Jayanagar,residential,2026-04-27,Monday,weekday,2,0,30.9,0.22,10128.11,10997.93,13605.07,11783.61,12694.34
Jayanagar,residential,2026-04-27,Monday,weekday,3,0,30.9,0.22,7992.54,8798.34,10128.11,9685.97,9907.04
Jayanagar,residential,2026-04-27,Monday,weekday,4,0,30.9,0.22,6721.09,7331.95,7992.54,7771.55,7882.05
Jayanagar,residential,2026-04-27,Monday,weekday,5,0,30.9,0.22,7836.16,8798.34,6721.09,9946.41,8333.75
Jayanagar,residential,2026-04-27,Monday,weekday,6,0,30.9,0.22,12261.08,13197.52,7836.16,15873.09,11854.62
Jayanagar,residential,2026-04-27,Monday,weekday,7,0,30.9,0.22,16162.61,18329.88,12261.08,19355.23,15808.15
Jayanagar,residential,2026-04-27,Monday,weekday,8,0,30.9,0.22,19897.37,21995.86,16162.61,25843.29,21002.95
Jayanagar,residential,2026-04-27,Monday,weekday,9,0,30.9,0.22,18146.29,18329.88,19897.37,22398.06,21147.72
Jayanagar,residential,2026-04-27,Monday,weekday,10,0,30.9,0.22,14933.2,16130.3,18146.29,17658.68,17902.49
Jayanagar,residential,2026-04-27,Monday,weekday,11,0,30.9,0.22,14341.55,14663.91,14933.2,17277.96,16105.58
Jayanagar,residential,2026-04-27,Monday,weekday,12,0,30.9,0.22,15895.28,16130.3,14341.55,19835.96,17088.75
Jayanagar,residential,2026-04-27,Monday,weekday,13,0,30.9,0.22,14147.03,14663.91,15895.28,17998.3,16946.79
Jayanagar,residential,2026-04-27,Monday,weekday,14,0,30.9,0.22,16489.64,16130.3,14147.03,17652.79,15899.91
Jayanagar,residential,2026-04-27,Monday,weekday,15,0,30.9,0.22,16120.35,18329.88,16489.64,19608.85,18049.24
Jayanagar,residential,2026-04-27,Monday,weekday,16,0,30.9,0.22,25373.06,25661.84,16120.35,27677.4,21898.88
Jayanagar,residential,2026-04-27,Monday,weekday,17,0,30.9,0.22,41224.65,40325.74,25373.06,47576.34,36474.7
Jayanagar,residential,2026-04-27,Monday,weekday,18,0,30.9,0.22,55406.7,68082.42,41224.65,65115.37,53170.01
Jayanagar,residential,2026-04-27,Monday,weekday,19,0,30.9,0.22,59505.89,81698.91,55406.7,77516.76,66461.73
Jayanagar,residential,2026-04-27,Monday,weekday,20,0,30.9,0.22,57709.28,77160.08,59505.89,69356.64,64431.26
Jayanagar,residential,2026-04-27,Monday,weekday,21,0,30.9,0.22,46318.01,63543.59,57709.28,55556.51,56632.9
Jayanagar,residential,2026-04-27,Monday,weekday,22,0,30.9,0.22,35480.0,36659.77,46318.01,42438.26,44378.14
Jayanagar,residential,2026-04-27,Monday,weekday,23,0,30.9,0.22,27435.54,27861.42,35480.0,31758.48,33619.24
Jayanagar,residential,2026-04-28,Tuesday,weekday,0,0,29.3,0.22,21080.85,21995.86,27435.54,20751.89,24093.72
Jayanagar,residential,2026-04-28,Tuesday,weekday,1,0,29.3,0.22,14392.24,14663.91,21080.85,13605.07,17342.96
Jayanagar,residential,2026-04-28,Tuesday,weekday,2,0,29.3,0.22,10342.39,10997.93,14392.24,10128.11,12260.17
Jayanagar,residential,2026-04-28,Tuesday,weekday,3,0,29.3,0.22,8854.0,8798.34,10342.39,7992.54,9167.47
Jayanagar,residential,2026-04-28,Tuesday,weekday,4,0,29.3,0.22,7286.2,7331.95,8854.0,6721.09,7787.55
Jayanagar,residential,2026-04-28,Tuesday,weekday,5,0,29.3,0.22,7795.72,8798.34,7286.2,7836.16,7561.18
Jayanagar,residential,2026-04-28,Tuesday,weekday,6,0,29.3,0.22,12812.65,13197.52,7795.72,12261.08,10028.4
Jayanagar,residential,2026-04-28,Tuesday,weekday,7,0,29.3,0.22,16717.76,18329.88,12812.65,16162.61,14487.63
Jayanagar,residential,2026-04-28,Tuesday,weekday,8,0,29.3,0.22,21141.22,21995.86,16717.76,19897.37,18307.56
Jayanagar,residential,2026-04-28,Tuesday,weekday,9,0,29.3,0.22,18733.18,18329.88,21141.22,18146.29,19643.76
Jayanagar,residential,2026-04-28,Tuesday,weekday,10,0,29.3,0.22,16293.9,16130.3,18733.18,14933.2,16833.19
Jayanagar,residential,2026-04-28,Tuesday,weekday,11,0,29.3,0.22,13752.27,14663.91,16293.9,14341.55,15317.72
Jayanagar,residential,2026-04-28,Tuesday,weekday,12,0,29.3,0.22,14849.74,16130.3,13752.27,15895.28,14823.78
Jayanagar,residential,2026-04-28,Tuesday,weekday,13,0,29.3,0.22,13372.15,14663.91,14849.74,14147.03,14498.39
Jayanagar,residential,2026-04-28,Tuesday,weekday,14,0,29.3,0.22,15442.11,16130.3,13372.15,16489.64,14930.9
Jayanagar,residential,2026-04-28,Tuesday,weekday,15,0,29.3,0.22,16379.58,18329.88,15442.11,16120.35,15781.23
Jayanagar,residential,2026-04-28,Tuesday,weekday,16,0,29.3,0.22,24632.53,25661.84,16379.58,25373.06,20876.32
Jayanagar,residential,2026-04-28,Tuesday,weekday,17,0,29.3,0.22,35341.23,40325.74,24632.53,41224.65,32928.59
Jayanagar,residential,2026-04-28,Tuesday,weekday,18,0,29.3,0.22,50895.06,68082.42,35341.23,55406.7,45373.96
Jayanagar,residential,2026-04-28,Tuesday,weekday,19,0,29.3,0.22,60029.18,81698.91,50895.06,59505.89,55200.47
Jayanagar,residential,2026-04-28,Tuesday,weekday,20,0,29.3,0.22,63828.89,77160.08,60029.18,57709.28,58869.23
Jayanagar,residential,2026-04-28,Tuesday,weekday,21,0,29.3,0.22,50656.89,63543.59,63828.89,46318.01,55073.45
Jayanagar,residential,2026-04-28,Tuesday,weekday,22,0,29.3,0.22,34074.19,36659.77,50656.89,35480.0,43068.44
Jayanagar,residential,2026-04-28,Tuesday,weekday,23,0,29.3,0.22,24806.09,27861.42,34074.19,27435.54,30754.87
Jayanagar,residential,2026-04-29,Wednesday,weekday,0,0,30.1,0.22,19987.99,21995.86,24806.09,21080.85,22943.47
Jayanagar,residential,2026-04-29,Wednesday,weekday,1,0,30.1,0.22,14047.03,14663.91,19987.99,14392.24,17190.12
Jayanagar,residential,2026-04-29,Wednesday,weekday,2,0,30.1,0.22,11036.24,10997.93,14047.03,10342.39,12194.71
Jayanagar,residential,2026-04-29,Wednesday,weekday,3,0,30.1,0.22,8534.62,8798.34,11036.24,8854.0,9945.12
Jayanagar,residential,2026-04-29,Wednesday,weekday,4,0,30.1,0.22,7132.29,7331.95,8534.62,7286.2,7910.41
Jayanagar,residential,2026-04-29,Wednesday,weekday,5,0,30.1,0.22,8434.38,8798.34,7132.29,7795.72,7464.01
Jayanagar,residential,2026-04-29,Wednesday,weekday,6,0,30.1,0.22,13428.31,13197.52,8434.38,12812.65,10623.51
Jayanagar,residential,2026-04-29,Wednesday,weekday,7,0,30.1,0.22,18663.39,18329.88,13428.31,16717.76,15073.03
Jayanagar,residential,2026-04-29,Wednesday,weekday,8,0,30.1,0.22,20991.08,21995.86,18663.39,21141.22,19902.31
Jayanagar,residential,2026-04-29,Wednesday,weekday,9,0,30.1,0.22,16914.49,18329.88,20991.08,18733.18,19862.13
Jayanagar,residential,2026-04-29,Wednesday,weekday,10,0,30.1,0.22,15262.85,16130.3,16914.49,16293.9,16604.19
Jayanagar,residential,2026-04-29,Wednesday,weekday,11,0,30.1,0.22,13265.24,14663.91,15262.85,13752.27,14507.56
Jayanagar,residential,2026-04-29,Wednesday,weekday,12,0,30.1,0.22,15697.31,16130.3,13265.24,14849.74,14057.49
Jayanagar,residential,2026-04-29,Wednesday,weekday,13,0,30.1,0.22,13965.83,14663.91,15697.31,13372.15,14534.73
Jayanagar,residential,2026-04-29,Wednesday,weekday,14,0,30.1,0.22,14387.12,16130.3,13965.83,15442.11,14703.97
Jayanagar,residential,2026-04-29,Wednesday,weekday,15,0,30.1,0.22,16612.52,18329.88,14387.12,16379.58,15383.35
Jayanagar,residential,2026-04-29,Wednesday,weekday,16,0,30.1,0.22,24360.2,25661.84,16612.52,24632.53,20622.53
Jayanagar,residential,2026-04-29,Wednesday,weekday,17,0,30.1,0.22,40787.15,40325.74,24360.2,35341.23,29850.72
Jayanagar,residential,2026-04-29,Wednesday,weekday,18,0,30.1,0.22,52927.41,68082.42,40787.15,50895.06,45841.1
Jayanagar,residential,2026-04-29,Wednesday,weekday,19,0,30.1,0.22,64670.69,81698.91,52927.41,60029.18,56478.29
Jayanagar,residential,2026-04-29,Wednesday,weekday,20,0,30.1,0.22,57825.22,77160.08,64670.69,63828.89,64249.79
Jayanagar,residential,2026-04-29,Wednesday,weekday,21,0,30.1,0.22,49438.18,63543.59,57825.22,50656.89,54241.06
Jayanagar,residential,2026-04-29,Wednesday,weekday,22,0,30.1,0.22,34620.11,36659.77,49438.18,34074.19,41756.18
Jayanagar,residential,2026-04-29,Wednesday,weekday,23,0,30.1,0.22,27210.28,27861.42,34620.11,24806.09,29713.1
Jayanagar,residential,2026-04-30,Thursday,weekday,0,0,28.2,0.22,20925.98,21995.86,27210.28,19987.99,23599.14
Jayanagar,residential,2026-04-30,Thursday,weekday,1,0,28.2,0.22,13509.77,14663.91,20925.98,14047.03,17486.51
Jayanagar,residential,2026-04-30,Thursday,weekday,2,0,28.2,0.22,10182.93,10997.93,13509.77,11036.24,12273.01
Jayanagar,residential,2026-04-30,Thursday,weekday,3,0,28.2,0.22,8997.33,8798.34,10182.93,8534.62,9358.78
Jayanagar,residential,2026-04-30,Thursday,weekday,4,0,28.2,0.22,6628.3,7331.95,8997.33,7132.29,8064.81
Jayanagar,residential,2026-04-30,Thursday,weekday,5,0,28.2,0.22,8126.31,8798.34,6628.3,8434.38,7531.34
Jayanagar,residential,2026-04-30,Thursday,weekday,6,0,28.2,0.22,12588.96,13197.52,8126.31,13428.31,10777.31
Jayanagar,residential,2026-04-30,Thursday,weekday,7,0,28.2,0.22,18471.01,18329.88,12588.96,18663.39,15626.17
Jayanagar,residential,2026-04-30,Thursday,weekday,8,0,28.2,0.22,20669.14,21995.86,18471.01,20991.08,19731.04
Jayanagar,residential,2026-04-30,Thursday,weekday,9,0,28.2,0.22,18138.18,18329.88,20669.14,16914.49,18791.82
Jayanagar,residential,2026-04-30,Thursday,weekday,10,0,28.2,0.22,16238.14,16130.3,18138.18,15262.85,16700.51
Jayanagar,residential,2026-04-30,Thursday,weekday,11,0,28.2,0.22,13541.11,14663.91,16238.14,13265.24,14751.69
Jayanagar,residential,2026-04-30,Thursday,weekday,12,0,28.2,0.22,15098.57,16130.3,13541.11,15697.31,14619.21
Jayanagar,residential,2026-04-30,Thursday,weekday,13,0,28.2,0.22,13645.1,14663.91,15098.57,13965.83,14532.2
Jayanagar,residential,2026-04-30,Thursday,weekday,14,0,28.2,0.22,16180.33,16130.3,13645.1,14387.12,14016.11
Jayanagar,residential,2026-04-30,Thursday,weekday,15,0,28.2,0.22,16184.33,18329.88,16180.33,16612.52,16396.42
Jayanagar,residential,2026-04-30,Thursday,weekday,16,0,28.2,0.22,23690.7,25661.84,16184.33,24360.2,20272.26
Jayanagar,residential,2026-04-30,Thursday,weekday,17,0,28.2,0.22,39507.91,40325.74,23690.7,40787.15,32238.93
Jayanagar,residential,2026-04-30,Thursday,weekday,18,0,28.2,0.22,52919.47,68082.42,39507.91,52927.41,46217.66
Jayanagar,residential,2026-04-30,Thursday,weekday,19,0,28.2,0.22,62204.69,81698.91,52919.47,64670.69,58795.08
Jayanagar,residential,2026-04-30,Thursday,weekday,20,0,28.2,0.22,59733.28,77160.08,62204.69,57825.22,60014.96
Jayanagar,residential,2026-04-30,Thursday,weekday,21,0,28.2,0.22,46514.57,63543.59,59733.28,49438.18,54585.73
Jayanagar,residential,2026-04-30,Thursday,weekday,22,0,28.2,0.22,34527.03,36659.77,46514.57,34620.11,40567.34
Jayanagar,residential,2026-04-30,Thursday,weekday,23,0,28.2,0.22,26541.92,27861.42,34527.03,27210.28,30868.65
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,0,0,25.6,0.32,19757.34,21570.64,19757.34,19757.34,19757.34
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,1,0,25.6,0.32,14831.25,14707.25,19757.34,14831.25,17294.29
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,2,0,25.6,0.32,11464.13,11765.8,14831.25,11464.13,13147.69
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,3,0,25.6,0.32,8621.29,9804.84,11464.13,8621.29,10042.71
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,4,0,25.6,0.32,11608.26,11765.8,8621.29,11608.26,10114.78
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,5,0,25.6,0.32,12966.03,14707.25,11608.26,12966.03,12287.15
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,6,0,25.6,0.32,25202.65,24512.09,12966.03,25202.65,19084.34
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,7,0,25.6,0.32,39578.74,39219.34,25202.65,39578.74,32390.69
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,8,0,25.6,0.32,52403.91,56868.05,39578.74,52403.91,45991.32
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,9,0,25.6,0.32,58340.71,63731.43,52403.91,58340.71,55372.31
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,10,0,25.6,0.32,56796.98,60789.98,58340.71,56796.98,57568.85
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,11,0,25.6,0.32,54738.25,58829.01,56796.98,54738.25,55767.62
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,12,0,25.6,0.32,59456.82,63731.43,54738.25,59456.82,57097.54
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,13,0,25.6,0.32,49865.37,53926.6,59456.82,49865.37,54661.1
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,14,0,25.6,0.32,49498.39,50985.15,49865.37,49498.39,49681.88
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,15,0,25.6,0.32,51250.69,56868.05,49498.39,51250.69,50374.54
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,16,0,25.6,0.32,67013.04,66672.88,51250.69,67013.04,59131.86
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,17,0,25.6,0.32,78437.52,78438.69,67013.04,78437.52,72725.28
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,18,0,25.6,0.32,81864.67,106826.02,78437.52,81864.67,80151.1
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,19,0,25.6,0.32,83852.01,103184.22,81864.67,83852.01,82858.34
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,20,0,25.6,0.32,62721.09,84975.24,83852.01,62721.09,73286.55
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,21,0,25.6,0.32,47394.31,66766.26,62721.09,47394.31,55057.7
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,22,0,25.6,0.32,36160.97,37258.38,47394.31,36160.97,41777.64
Koramangala,commercial_residential,2026-02-01,Sunday,weekend,23,0,25.6,0.32,25970.15,27453.54,36160.97,25970.15,31065.56
Koramangala,commercial_residential,2026-02-02,Monday,weekday,0,0,24.3,0.32,25713.03,25377.22,25970.15,19757.34,22863.75
Koramangala,commercial_residential,2026-02-02,Monday,weekday,1,0,24.3,0.32,17717.72,17302.65,25713.03,14831.25,20272.14
Koramangala,commercial_residential,2026-02-02,Monday,weekday,2,0,24.3,0.32,13466.57,13842.12,17717.72,11464.13,14590.92
Koramangala,commercial_residential,2026-02-02,Monday,weekday,3,0,24.3,0.32,11449.95,11535.1,13466.57,8621.29,11043.93
Koramangala,commercial_residential,2026-02-02,Monday,weekday,4,0,24.3,0.32,12305.11,13842.12,11449.95,11608.26,11529.1
Koramangala,commercial_residential,2026-02-02,Monday,weekday,5,0,24.3,0.32,15584.16,17302.65,12305.11,12966.03,12635.57
Koramangala,commercial_residential,2026-02-02,Monday,weekday,6,0,24.3,0.32,28489.3,28837.75,15584.16,25202.65,20393.4
Koramangala,commercial_residential,2026-02-02,Monday,weekday,7,0,24.3,0.32,43460.68,46140.4,28489.3,39578.74,34034.02
Koramangala,commercial_residential,2026-02-02,Monday,weekday,8,0,24.3,0.32,63166.82,66903.58,43460.68,52403.91,47932.29
Koramangala,commercial_residential,2026-02-02,Monday,weekday,9,0,24.3,0.32,69221.06,74978.16,63166.82,58340.71,60753.76
Koramangala,commercial_residential,2026-02-02,Monday,weekday,10,0,24.3,0.32,69281.99,71517.62,69221.06,56796.98,63009.02
Koramangala,commercial_residential,2026-02-02,Monday,weekday,11,0,24.3,0.32,62594.49,69210.6,69281.99,54738.25,62010.12
Koramangala,commercial_residential,2026-02-02,Monday,weekday,12,0,24.3,0.32,72857.82,74978.16,62594.49,59456.82,61025.65
Koramangala,commercial_residential,2026-02-02,Monday,weekday,13,0,24.3,0.32,57268.4,63443.05,72857.82,49865.37,61361.6
Koramangala,commercial_residential,2026-02-02,Monday,weekday,14,0,24.3,0.32,53139.5,59982.52,57268.4,49498.39,53383.4
Koramangala,commercial_residential,2026-02-02,Monday,weekday,15,0,24.3,0.32,61988.22,66903.58,53139.5,51250.69,52195.1
Koramangala,commercial_residential,2026-02-02,Monday,weekday,16,0,24.3,0.32,71489.95,78438.69,61988.22,67013.04,64500.63
Koramangala,commercial_residential,2026-02-02,Monday,weekday,17,0,24.3,0.32,93356.42,92280.81,71489.95,78437.52,74963.74
Koramangala,commercial_residential,2026-02-02,Monday,weekday,18,0,24.3,0.32,89791.14,125677.67,93356.42,81864.67,87610.54
Koramangala,commercial_residential,2026-02-02,Monday,weekday,19,0,24.3,0.32,88547.77,121393.2,89791.14,83852.01,86821.57
